"","CODE_CIRCO","NOM.x","PRENOM.x","CIVILITE.x","CODE_NUANCE","SCORE_2024","NOM.y","PRENOM.y","CIVILITE.y","SCORE_2022","DIFF_2024_2022","FLOURISH_CODE_CIRCO","circo_name","classe","classe_num","colour_categ","changement","text_color","popup_html"
"215","6103","NURY","Jérôme","M.","LR",33.47,"NURY","Jérôme","M.",37.38,-3.91,"6103","3e circonscription de l'Orne","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 37,38% à 33,47%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -3,91 points.</span>"
"216","6201","PETIT","Michel","M.","LR",15.96,"BERNARD","Marie","Mme",12.65,3.31,"6201","1ère circonscription du Pas-de-Calais","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,65% à 15,96%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,31 points.</span>"
"217","6203","BANACH-FINEZ","Sabine","Mme","LR",4.74,"LAMBRE","Claudine","Mme",1.67,3.07,"6203","3e circonscription du Pas-de-Calais","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  1,67% à  4,74%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,07 points.</span>"
"218","6204","FASQUELLE","Daniel","M.","LR",31.02,"BONVOISIN","Mary","Mme",19.81,11.21,"6204","4e circonscription du Pas-de-Calais","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 19,81% à 31,02%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,21 points.</span>"
"219","6206","TACCOEN","Jean-Michel","M.","LR",15.95,"MALIAR","Faustine","Mme",9.85,6.1,"6206","6e circonscription du Pas-de-Calais","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,85% à 15,95%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,10 points.</span>"
"220","6207","DUMONT","Pierre-Henri","M.","LR",21.67,"DUMONT","Pierre-Henri","M.",27.29,-5.62,"6207","7e circonscription du Pas-de-Calais","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 27,29% à 21,67%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -5,62 points.</span>"
"221","6210","RAMDANI","Nesrédine","M.","LR",5.27,"VANTOUROUX","Françoise","Mme",2.36,2.91,"6210","10e circonscription du Pas-de-Calais","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  2,36% à  5,27%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,91 points.</span>"
"222","6212","MELONI","Caroline","Mme","LR",4.19,"BELOT","Martine","Mme",1.93,2.26,"6212","12e circonscription du Pas-de-Calais","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  1,93% à  4,19%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,26 points.</span>"
"223","6301","VERGNAULT","Maxime","M.","LR",9.79,"GALPIER","Sébastien","M.",11.28,-1.49,"6301","1ère circonscription du Puy-de-Dôme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 11,28% à  9,79%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,49 points.</span>"
"224","6302","FLORI-DUTOUR","Stéphanie","Mme","LR",12.68,"DURIN","Sylvain","M.",15.3,-2.62,"6302","2e circonscription du Puy-de-Dôme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 15,30% à 12,68%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,62 points.</span>"
"225","6303","SERRE","Christophe","M.","LR",5.85,"MARCHIS","Marie-Anne","Mme",14.32,-8.47,"6303","3e circonscription du Puy-de-Dôme","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 14,32% à  5,85%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -8,47 points.</span>"
"226","6304","BARRAUD","Bertrand","M.","LR",14.72,"DUBESSY","Florence","Mme",16.15,-1.43,"6304","4e circonscription du Puy-de-Dôme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 16,15% à 14,72%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,43 points.</span>"
"227","6305","FOUGÈRE","Myriam","Mme","LR",9.68,"COURTHALIAC","Yves","M.",7.98,1.7,"6305","5e circonscription du Puy-de-Dôme","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,98% à  9,68%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,70 points.</span>"
"228","6401","ROY","Pauline","Mme","LR",14.88,"LAFARGUE","Sandrine","Mme",7.61,7.27,"6401","1ère circonscription des Pyrénées-Atlantiques","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,61% à 14,88%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,27 points.</span>"
"229","6403","SAULNIER","Pierre","M.","LR",7.06,"COSTEDOAT-DIU","Fabienne","Mme",16.45,-9.39,"6403","3e circonscription des Pyrénées-Atlantiques","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 16,45% à  7,06%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -9,39 points.</span>"
"230","6406","AROSTEGUY","Maider","Mme","LR",15.28,"BACH","Fabrice Sébastien","M.",4.97,10.31,"6406","6e circonscription des Pyrénées-Atlantiques","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,97% à 15,28%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,31 points.</span>"
"231","6502","MENET","Clément","M.","LR",14.16,"DUTREY","Véronique","Mme",6.05,8.11,"6502","2e circonscription des Hautes-Pyrénées","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,05% à 14,16%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,11 points.</span>"
"232","6601","MACH","Daniel","M.","LR",19.36,"GAVALDA MOULENAT","Christine","Mme",5.55,13.81,"6601","1ère circonscription des Pyrénées-Orientales","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  5,55% à 19,36%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,81 points.</span>"
"233","6602","SIRÉ","Fernand","M.","LR",13.3,"BRET","David","M.",8.83,4.47,"6602","2e circonscription des Pyrénées-Orientales","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,83% à 13,30%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,47 points.</span>"
"234","6603","PAGÈS","Danièle","Mme","LR",13.17,"MARTIN","Laurence","Mme",5.8,7.37,"6603","3e circonscription des Pyrénées-Orientales","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,80% à 13,17%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,37 points.</span>"
"235","6604","IRLES","Jacqueline","Mme","LR",15.37,"GALAN","Bruno","M.",4.84,10.53,"6604","4e circonscription des Pyrénées-Orientales","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,84% à 15,37%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,53 points.</span>"
"236","6701","SCHALCK","Elsa","Mme","LR",12.91,"ROZENHAFT","Audrey","Mme",4.7,8.21,"6701","1ère circonscription du Bas-Rhin","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,70% à 12,91%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,21 points.</span>"
"237","6703","SCHULER","Georges","M.","LR",16.6,"SFAXI","Imene","Mme",5.49,11.11,"6703","3e circonscription du Bas-Rhin","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  5,49% à 16,60%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,11 points.</span>"
"238","6704","ROHFRITSCH","Sophie","Mme","LR",23.75,"AMIET","Éric","M.",14.75,9,"6704","4e circonscription du Bas-Rhin","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,75% à 23,75%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,00 points.</span>"
"239","6706","FURST","Laurent","M.","LR",36.21,"MEYER","Philippe","M.",20.41,15.8,"6706","6e circonscription du Bas-Rhin","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 20,41% à 36,21%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 15,80 points.</span>"
"240","6707","HETZEL","Patrick","M.","LR",33.77,"HETZEL","Patrick","M.",35.01,-1.23999999999999,"6707","7e circonscription du Bas-Rhin","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 35,01% à 33,77%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,24 points.</span>"
"241","6801","STRAUMANN","Eric","M.","LR",37.78,"HEMEDINGER","Yves","M.",20.57,17.21,"6801","1ère circonscription du Haut-Rhin","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 20,57% à 37,78%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 17,21 points.</span>"
"242","6802","CATTIN","Jacques","M.","LR",24.23,"CATTIN","Jacques","M.",20.69,3.54,"6802","2e circonscription du Haut-Rhin","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 20,69% à 24,23%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,54 points.</span>"
"243","6803","REITZER","Jean-Luc","M.","LR",29.82,"ZELLER","Thomas","M.",17.93,11.89,"6803","3e circonscription du Haut-Rhin","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 17,93% à 29,82%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,89 points.</span>"
"244","6804","SCHELLENBERGER","Raphaël","M.","LR",17.25,"SCHELLENBERGER","Raphaël","M.",22.25,-5,"6804","4e circonscription du Haut-Rhin","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 22,25% à 17,25%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -5,00 points.</span>"
"245","6901","LORNE","Anne","Mme","LR",12.47,"PROST","Anne","Mme",8.7,3.77,"6901","1ère circonscription du Rhône","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,70% à 12,47%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,77 points.</span>"
"246","6902","BALAS","Laurence","Mme","LR",8.49,"FOGEL-JEDIDI","Myriam","Mme",9.32,-0.83,"6902","2e circonscription du Rhône","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de  9,32% à  8,49%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,83 points.</span>"
"247","6903","BERRA","Nora","Mme","LR",13.13,"DE MONTILLE","Béatrice","Mme",8.3,4.83,"6903","3e circonscription du Rhône","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,30% à 13,13%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,83 points.</span>"
"248","6904","NACHURY","Dominique","Mme","LR",22.01,"BLACHE","Pascal","M.",16.49,5.52,"6904","4e circonscription du Rhône","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 16,49% à 22,01%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,52 points.</span>"
"249","6905","COCHET","Philippe","M.","LR",26.33,"JOINT","Bastien","M.",17.43,8.9,"6905","5e circonscription du Rhône","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,43% à 26,33%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,90 points.</span>"
"250","6907","VINCENDET","Alexandre","M.","LR",21.81,"VINCENDET","Alexandre","M.",23.86,-2.05,"6907","7e circonscription du Rhône","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 23,86% à 21,81%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,05 points.</span>"
"251","6908","VERCHÈRE","Patrice","M.","LR",32.1,"SERRE","Nathalie","Mme",21.97,10.13,"6908","8e circonscription du Rhône","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 21,97% à 32,10%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,13 points.</span>"
"252","6909","PERRUT","Bernard","M.","LR",29.11,"PORTIER","Alexandre","M.",27.64,1.47,"6909","9e circonscription du Rhône","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 27,64% à 29,11%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,47 points.</span>"
"253","6910","CRUZ","Sophie","Mme","LR",19.4,"CRUZ","Sophie","Mme",16.07,3.33,"6910","10e circonscription du Rhône","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 16,07% à 19,40%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,33 points.</span>"
"254","6911","FENECH","Georges","M.","LR",20.66,"VIDAL","Paul","M.",15.14,5.52,"6911","11e circonscription du Rhône","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 15,14% à 20,66%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,52 points.</span>"
"255","6912","MOROGE","Jérôme","M.","LR",22.45,"MOROGE","Jérôme","M.",22.08,0.370000000000001,"6912","12e circonscription du Rhône","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 22,08% à 22,45%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,37 points.</span>"
"256","6913","MEUNIER","Philippe","M.","LR",20.81,"GASCON","Gilles","M.",15.5,5.31,"6913","13e circonscription du Rhône","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 15,50% à 20,81%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,31 points.</span>"
"257","7001","DOUSSOT","Dimitri","M.","LR",12.46,"DOUSSOT","Dimitri","M.",19.76,-7.3,"7001","1ère circonscription de la Haute-Saône","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 19,76% à 12,46%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -7,30 points.</span>"
"258","7101","COURTOIS","Jean-Patrick","M.","LR",22.15,"JUVANON","Christophe","M.",7.23,14.92,"7101","1ère circonscription de Saône-et-Loire","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,23% à 22,15%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 14,92 points.</span>"
"259","7102","CORNELOUP","Josiane","Mme","LR",24.05,"CORNELOUP","Josiane","Mme",36.81,-12.76,"7102","2e circonscription de Saône-et-Loire","Moins de -10 %",1,"#67001f","une baisse de ","white","Entre 2022 et 2024, le taux est passé de 36,81% à 24,05%, soit une baisse de <span style='background: #67001f; display: inline-block; padding: 2px; padding-bottom:0; color:white'>-12,76 points.</span>"
"260","7103","LANDRE","Charles","M.","LR",17.5,"LANDRE","Charles","M.",10.46,7.04,"7103","3e circonscription de Saône-et-Loire","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,46% à 17,50%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,04 points.</span>"
"261","7105","PLATRET","Gilles","M.","LR",19.66,"PLATRET","Gilles","M.",21.08,-1.42,"7105","5e circonscription de Saône-et-Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 21,08% à 19,66%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,42 points.</span>"
"262","7201","MORANÇAIS","Christelle","Mme","LR",24.9,"LABRETTE-MÉNAGER","Fabienne","Mme",17.44,7.46,"7201","1ère circonscription de la Sarthe","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,44% à 24,90%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,46 points.</span>"
"263","7203","PAVY-MORANÇAIS","Béatrice","Mme","LR",22.2,"LATOUCHE","Béatrice","Mme",11.48,10.72,"7203","3e circonscription de la Sarthe","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,48% à 22,20%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,72 points.</span>"
"264","7204","FRANCO","Emmanuel","M.","LR",22.15,"FRANCO","Emmanuel","M.",11.83,10.32,"7204","4e circonscription de la Sarthe","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,83% à 22,15%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,32 points.</span>"
"265","7205","GRELIER","Jean-Carles","M.","LR",27.24,"LEROSIER","Noa","M.",4.12,23.12,"7205","5e circonscription de la Sarthe","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,12% à 27,24%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 23,12 points.</span>"
"266","7301","DORD","Dominique","M.","LR",29.51,"DUBOUCHET","Karine","Mme",12.25,17.26,"7301","1ère circonscription de la Savoie","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 12,25% à 29,51%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 17,26 points.</span>"
"267","7302","ROLLAND","Vincent","M.","LR",32.87,"ROLLAND","Vincent","M.",30.8,2.07,"7302","2e circonscription de la Savoie","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 30,80% à 32,87%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,07 points.</span>"
"268","7303","BONNIVARD","Emilie","Mme","LR",20.73,"BONNIVARD","Emilie","Mme",33.1,-12.37,"7303","3e circonscription de la Savoie","Moins de -10 %",1,"#67001f","une baisse de ","white","Entre 2022 et 2024, le taux est passé de 33,10% à 20,73%, soit une baisse de <span style='background: #67001f; display: inline-block; padding: 2px; padding-bottom:0; color:white'>-12,37 points.</span>"
"269","7304","TURNAR","Alexandra","Mme","LR",8.79,"GAUDIN","François","M.",10.16,-1.37,"7304","4e circonscription de la Savoie","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 10,16% à  8,79%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,37 points.</span>"
"270","7401","ANDRE-LAURENT","Annabel","Mme","LR",18.84,"PATTY GOMILA","Aurélia","Mme",13.07,5.77,"7401","1ère circonscription de la Haute-Savoie","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,07% à 18,84%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,77 points.</span>"
"271","7403","SADDIER","Martial","M.","LR",29.08,"PETEX-LEVET","Christelle","Mme",23.01,6.07,"7403","3e circonscription de la Haute-Savoie","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 23,01% à 29,08%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,07 points.</span>"
"272","7404","DUBY-MULLER","Virginie","Mme","LR",32.62,"DUBY-MULLER","Virginie","Mme",31.24,1.38000000000001,"7404","4e circonscription de la Haute-Savoie","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 31,24% à 32,62%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,38 points.</span>"
"273","7405","MAHUT","Patricia","Mme","LR",12.44,"DION","Sophie","Mme",11.67,0.77,"7405","5e circonscription de la Haute-Savoie","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,67% à 12,44%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,77 points.</span>"
"274","7406","DION","Sophie","Mme","LR",25.05,"CHANTELOT","Xavier","M.",6.57,18.48,"7406","6e circonscription de la Haute-Savoie","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,57% à 25,05%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 18,48 points.</span>"
"275","7501","LEGARET","Jean-François","M.","LR",17.76,"BALADI","Vincent","M.",9.52,8.24,"7501","1ère circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,52% à 17,76%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,24 points.</span>"
"276","7501","LEGARET","Jean-François","M.","LR",17.76,"BALADI","Vincent","M.",9.52,8.24,"7501_AFFINE","1ère circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,52% à 17,76%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,24 points.</span>"
"277","7502","KOSCIUSKO-MORIZET","Nathalie","Mme","LR",18.13,"LECOQ","Jean-Pierre","M.",18.23,-0.0999999999999979,"7502","2e circonscription de Paris","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 18,23% à 18,13%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,10 points.</span>"
"278","7502","KOSCIUSKO-MORIZET","Nathalie","Mme","LR",18.13,"LECOQ","Jean-Pierre","M.",18.23,-0.0999999999999979,"7502_AFFINE","2e circonscription de Paris","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 18,23% à 18,13%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,10 points.</span>"
"279","7504","KUSTER","Brigitte","Mme","LR",36.42,"KUSTER","Brigitte","Mme",28.91,7.51,"7504","4e circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 28,91% à 36,42%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,51 points.</span>"
"280","7504","KUSTER","Brigitte","Mme","LR",36.42,"KUSTER","Brigitte","Mme",28.91,7.51,"7504_AFFINE","4e circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 28,91% à 36,42%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,51 points.</span>"
"281","7507","ROGER","Vincent","M.","LR",9.84,"VÉRON","Aurélien","M.",5.06,4.78,"7507","7e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,06% à  9,84%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,78 points.</span>"
"282","7507","ROGER","Vincent","M.","LR",9.84,"VÉRON","Aurélien","M.",5.06,4.78,"7507_AFFINE","7e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,06% à  9,84%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,78 points.</span>"
"283","7508","MONTANDON","Valérie","Mme","LR",15.43,"MONTANDON","Valérie","Mme",11.3,4.13,"7508","8e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,30% à 15,43%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,13 points.</span>"
"284","7508","MONTANDON","Valérie","Mme","LR",15.43,"MONTANDON","Valérie","Mme",11.3,4.13,"7508_AFFINE","8e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,30% à 15,43%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,13 points.</span>"
"285","7509","ESQUIEU","Laure","Mme","LR",8.38,"OLIVIER","Jean-Baptiste","M.",7.21,1.17,"7509","9e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,21% à  8,38%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,17 points.</span>"
